"CUST_ID","GROUP_ORG","PLUGIN","PLUGIN_NAME","FAMILY","SEVERITY","IP_ADDRESS","PROTOCOL","PORT","MAC_ADDRESS","DNS_NAME","NETBIOS_NAME","PLUGIN_TEXT","FIRST_DISCOVERED","LAST_OBSERVED","VULN_PUBLICATION_DATE","PATCH_PUBLICATION_DATE","PLUGIN_PUBLICATION_DATE","UPLOAD_DATE"
"1013","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX010","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.392"
"1014","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.393"
"1015","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.393"
"1016","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.394"
"1017","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.394"
"1018","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.395"
"1019","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.396"
"1020","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.397"
"1021","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.397"
"1022","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.397"
"1023","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.398"
"1024","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.398"
"1025","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.398"
"1026","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.398"
"1027","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.399"
"1028","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.399"
"1029","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.399"
"1030","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.4"
"1031","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.4"
"1032","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.4"
"1033","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.4"
"1034","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.401"
"1035","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.401"
"1036","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.401"
"1037","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.401"
"1038","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.402"
"1039","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.402"
"1040","NULL","126263","SolarWinds Dameware Mini Remote Control Client Public Key Buffer Over-read","Windows","Medium","EXAMPLE","TCP","6129",,,"ServerHostEX011","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","126263","126263","2019-12-21 14:57:15.402"
"1041","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX011","N/A","""Oct 27"," 2019 14:53:40 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.402"
"1042","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Oct 27"," 2019 14:53:40 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.402"
"1043","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Oct 27"," 2019 14:53:40 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.403"
"1044","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Oct 27"," 2019 14:53:40 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.403"
"1045","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Oct 27"," 2019 14:53:40 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.403"
"1046","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Oct 27"," 2019 14:53:40 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.403"
"1047","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.404"
"1048","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.404"
"1049","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Oct 26"," 2019 07:29:01 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.404"
"1050","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.405"
"1051","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.405"
"1052","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.405"
"1053","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.406"
"1054","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.406"
"1055","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.406"
"1056","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.406"
"1057","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.407"
"1058","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.407"
"1059","NULL","127910","Microsoft Defender Elevation of Privilege Vulnerability (CVE-2019-1161)","Windows","Medium","EXAMPLE","TCP","0",,,"ServerHostEX012","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","127910","127910","2019-12-21 14:57:15.407"
"1060","NULL","130011","Oracle Java SE 1.7.0_241 / 1.8.0_231 / 1.11.0_5 / 1.13.0_1 Multiple Vulnerabilities (Oct 2019 CPU) (Windows)","Windows","High","EXAMPLE","TCP","445",,,"ServerHostEX012","N/A","CVE-2019-2933","CVE-2019-2945","CVE-2019-2949","130011","130011","2019-12-21 14:57:15.407"
"1061","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.408"
"1062","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.408"
"1063","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.408"
"1064","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.408"
"1065","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.408"
"1066","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.409"
"1067","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.409"
"1068","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX012","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.409"
"1069","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.41"
"1070","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.41"
"1071","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.41"
"1072","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.41"
"1073","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.411"
"1074","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.411"
"1075","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.412"
"1076","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.412"
"1077","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.412"
"1078","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.412"
"1079","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.414"
"1080","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.415"
"1081","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.415"
"1082","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.415"
"1083","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.415"
"1084","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.416"
"1085","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.416"
"1086","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.416"
"1087","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.417"
"1088","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.417"
"1089","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.417"
"1090","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX013","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.417"
"1091","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 25"," 2019 19:48:33 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.417"
"1092","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 25"," 2019 19:48:33 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.418"
"1093","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 25"," 2019 19:48:33 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.418"
"1094","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.418"
"1095","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.418"
"1096","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.419"
"1097","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.419"
"1098","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.419"
"1099","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.419"
"1100","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.419"
"1101","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.42"
"1102","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.42"
"1103","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.42"
"1104","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.421"
"1105","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.421"
"1106","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.421"
"1107","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.421"
"1108","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Oct 22"," 2019 12:32:39 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.422"
"1109","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.422"
"1110","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.422"
"1111","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.422"
"1112","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.423"
"1113","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.423"
"1114","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Nov 15"," 2019 17:29:54 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.423"
"1115","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX014","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.423"
"1116","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.423"
"1117","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Dec 7"," 2019 00:28:09 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.424"
"1118","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.424"
"1119","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.424"
"1120","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.424"
"1121","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.425"
"1122","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.425"
"1123","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","57582","57582","2019-12-21 14:57:15.425"
"1124","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","42873","42873","2019-12-21 14:57:15.425"
"1125","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","51192","51192","2019-12-21 14:57:15.425"
"1126","NULL","57582","SSL Self-Signed Certificate","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Oct 24"," 2019 14:18:48 EDT""","""Dec 7","57582","57582","2019-12-21 14:57:15.426"
"1127","NULL","42873","SSL Medium Strength Cipher Suites Supported (SWEET32)","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","42873","42873","2019-12-21 14:57:15.426"
"1128","NULL","51192","SSL Certificate Cannot Be Trusted","General","Medium","EXAMPLE","TCP","281",,,"ServerHostEX015","N/A","""Nov 14"," 2019 17:45:04 EST""","""Dec 7","51192","51192","2019-12-21 14:57:15.426"
